Sample	Bin	Site	NCBI species	GTDB taxonomy	Completeness	Contamination	Strain heterogeneity	Size (Mb)	N50 (Kb)	# genes	# tRNA	# 16S rRNA	# 23S rRNA	# 5S rRNA	dRep 95% sANI rep (cohort)	dRep 95% sANI rep (cohort plus UHGG species reps)	FastANI to closest UHGG genome	Novel compared to UHGG
bushbuckridge_28	maxbin.006_sub	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	96.64	0.34	0	1.95	73.826	1825	49	0	1	2	FALSE	FALSE	98.533	FALSE
bushbuckridge_28	maxbin.009	Bushbuckridge	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	93.27	2.01	0	2.05	73.224	1820	49	0	1	1	FALSE	FALSE	98.4721	FALSE
bushbuckridge_29	17	Bushbuckridge	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	91.4	1.51	33.33	1.87	8.33	1681	30	0	0	0	FALSE	FALSE	98.4941	FALSE
bushbuckridge_29	27	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900548285	92.34	2.42	0	2.31	16.673	1829	36	0	0	0	TRUE	FALSE	98.1287	FALSE
bushbuckridge_29	47_sub	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	94.97	0.34	100	2.77	10.973	2597	40	0	0	1	FALSE	FALSE	98.7214	FALSE
bushbuckridge_29	49	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp000434695	82.49	0.64	33.33	1.86	3.437	1630	20	0	0	0	FALSE	FALSE	97.9986	FALSE
bushbuckridge_29	5	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	97.55	0	0	2.48	62.911	2056	44	0	0	0	FALSE	FALSE	98.0922	FALSE
bushbuckridge_29	bin.25	Bushbuckridge	Clostridiaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	97.67	1.77	20	3.04	45.08	2670	44	0	0	0	FALSE	FALSE	99.1479	FALSE
bushbuckridge_29	maxbin.001	Bushbuckridge	Prevotella copri DSM 18205	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	82.69	0.84	71.43	3.03	44.662	2445	40	2	5	2	FALSE	FALSE	97.4957	FALSE
bushbuckridge_30	32	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	95.3	0.34	0	1.9	15.108	1707	32	0	0	2	FALSE	FALSE	98.7695	FALSE
bushbuckridge_30	4	Bushbuckridge	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	94.94	7.27	13.33	2.72	9.295	2618	38	0	0	0	FALSE	FALSE	98.6445	FALSE
bushbuckridge_30	bin.14	Bushbuckridge	Escherichia coli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	98.54	0.41	0	4.54	68.601	4240	45	0	0	1	FALSE	FALSE	99.8626	FALSE
bushbuckridge_31	14	Bushbuckridge	Unclassified	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp000432275	98.92	0	0	1.81	37.602	1769	44	1	1	1	TRUE	FALSE	99.6249	FALSE
bushbuckridge_31	3	Bushbuckridge	[Eubacterium] rectale M104/1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.85	0.98	40	2.52	13.581	2162	26	0	0	0	FALSE	FALSE	98.1507	FALSE
bushbuckridge_31	34	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	97.74	0.38	0	2.56	26.042	2103	39	0	0	0	FALSE	FALSE	97.7378	FALSE
bushbuckridge_31	45	Bushbuckridge	Ruminococcus sp. CAG:724	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__	82.03	0	0	1.71	6.121	1524	23	0	0	2	FALSE	FALSE	97.5474	FALSE
bushbuckridge_31	bin.11	Bushbuckridge	Prevotella copri DSM 18205	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	96.27	0.84	0	3.15	61.581	2535	45	0	0	0	TRUE	FALSE	96.817	FALSE
bushbuckridge_31	bin.12	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	97.99	0	0	2.46	43.9	2266	33	0	0	0	FALSE	FALSE	98.6579	FALSE
bushbuckridge_31	bin.18	Bushbuckridge	Prevotella sp.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	93.76	1.07	50	2.18	31.974	1703	30	0	0	0	FALSE	FALSE	98.2115	FALSE
bushbuckridge_31	bin.23	Bushbuckridge	Catabacter sp. UBA4636	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__	83.2	0	0	1.76	8.795	1365	14	0	0	0	FALSE	FALSE	96.5073	FALSE
bushbuckridge_31	bin.31_sub	Bushbuckridge	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	83.54	1.01	50	2.37	11.186	2256	24	0	0	0	FALSE	FALSE	98.7798	FALSE
bushbuckridge_31	bin.6	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	80.86	0.93	0	2.36	6.636	2016	27	0	0	0	FALSE	FALSE	98.7235	FALSE
bushbuckridge_31	maxbin.001_sub	Bushbuckridge	Prevotella sp.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	94.25	1.26	40	2.82	20.314	2251	37	0	1	0	FALSE	FALSE	98.0271	FALSE
bushbuckridge_31	maxbin.006	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	94.52	1.34	0	2.63	60.289	2132	36	1	0	0	FALSE	FALSE	98.5481	FALSE
bushbuckridge_32	10	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__GCA-900066995;s__GCA-900066995 sp900291955	93.96	0.56	0	2.16	6.962	1908	28	0	0	1	FALSE	FALSE	99.456	FALSE
bushbuckridge_32	21_sub	Bushbuckridge	Streptococcus salivarius	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	80.63	8.93	0	1.18	1.933	980	7	0	0	0	TRUE	FALSE	98.0073	FALSE
bushbuckridge_32	43	Bushbuckridge	Prevotellaceae bacterium UBA1626	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp003150315	81.38	1.82	25	1.91	4.275	1662	22	0	0	1	TRUE	FALSE	99.1658	FALSE
bushbuckridge_32	59	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__	84.59	2.13	20	2.47	3.416	2410	19	1	0	0	FALSE	FALSE	97.1598	FALSE
bushbuckridge_32	78	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	95.09	0	0	2.39	53.131	1969	41	0	0	0	FALSE	FALSE	98.264	FALSE
bushbuckridge_32	bin.1	Bushbuckridge	uncultured Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900539625	84.19	0	0	2.25	18.421	1677	21	0	0	0	FALSE	FALSE	97.7504	FALSE
bushbuckridge_32	bin.12	Bushbuckridge	Bacteroides sp. CAG:770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	95.95	0.98	0	2.69	25.628	2117	38	0	0	0	FALSE	FALSE	97.2753	FALSE
bushbuckridge_32	bin.15	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__	93.06	0	0	2.16	42.21	1813	43	0	0	0	TRUE	TRUE	98.1838	FALSE
bushbuckridge_32	bin.17	Bushbuckridge	Prevotella sp. CAG:873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900540625	92.08	0.5	0	2.53	25.541	2074	30	0	0	0	FALSE	FALSE	96.2378	FALSE
bushbuckridge_32	bin.18	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	90.21	0.95	0	2.64	11.217	2218	36	0	0	0	FALSE	FALSE	99.0922	FALSE
bushbuckridge_32	bin.24	Bushbuckridge	Unclassified	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__	95.7	0	0	1.47	31.545	1380	40	1	0	0	TRUE	FALSE	98.7796	FALSE
bushbuckridge_32	bin.32_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp003512525	87.81	0	0	2.2	10.199	1891	17	0	0	0	TRUE	FALSE	98.7193	FALSE
bushbuckridge_32	bin.35	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900549495	81.89	0	0	1.95	9.797	1727	32	0	0	0	TRUE	FALSE	97.3837	FALSE
bushbuckridge_33	1	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	81.68	0	0	2.41	3.199	2128	35	0	0	2	FALSE	FALSE	97.3476	FALSE
bushbuckridge_33	105	Bushbuckridge	Eubacterium sp. CAG:251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	95.44	0.34	0	1.85	7.366	1609	24	1	0	1	TRUE	FALSE	97.9178	FALSE
bushbuckridge_33	111_sub	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	92.58	1.51	66.67	1.97	5.225	1781	23	0	0	0	FALSE	FALSE	98.7013	FALSE
bushbuckridge_33	18	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	96.6	0.09	0	2.5	15.52	2077	43	1	0	0	FALSE	FALSE	97.5773	FALSE
bushbuckridge_33	28	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	82.55	0.62	33.33	1.99	4.793	1617	17	0	0	0	FALSE	FALSE	98.5128	FALSE
bushbuckridge_33	34	Bushbuckridge	Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	98.63	0	0	2.86	40.028	2623	33	0	0	0	TRUE	FALSE	98.9373	FALSE
bushbuckridge_33	59	Bushbuckridge	Cyanobacteria bacterium UBA4641	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105	86.32	0.85	0	1.85	8.922	1744	34	0	0	0	FALSE	FALSE	98.3933	FALSE
bushbuckridge_33	75	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	85.18	2.04	0	2.12	4.398	1817	27	0	0	0	FALSE	FALSE	98.6592	FALSE
bushbuckridge_33	bin.10	Bushbuckridge	Sutterellaceae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp003472385	78.42	1.88	20	1.65	7.616	1529	24	0	0	0	TRUE	FALSE	99.0648	FALSE
bushbuckridge_33	bin.13	Bushbuckridge	Clostridium sp. AF36-4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	93.29	0.34	0	2.32	10.398	2043	25	0	0	0	FALSE	FALSE	99.3168	FALSE
bushbuckridge_33	bin.2	Bushbuckridge	Ruminococcus sp. CAG:724	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__	87.47	0	0	1.78	29.295	1575	28	0	0	0	TRUE	TRUE	97.3517	FALSE
bushbuckridge_33	bin.26	Bushbuckridge	Roseburia sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp900066395	87.74	3.57	0	2.38	8.124	2158	17	0	0	0	FALSE	FALSE	98.4939	FALSE
bushbuckridge_33	bin.30	Bushbuckridge	Firmicutes bacterium CAG_194_44_15	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	80.99	1.81	0	2.28	10.488	1955	17	0	0	0	FALSE	FALSE	98.9882	FALSE
bushbuckridge_33	bin.33_sub	Bushbuckridge	uncultured Ruminococcus sp.	NA	80.54	0	0	2.32	7.027	2039	14	0	0	0	FALSE	FALSE	98.4391	FALSE
bushbuckridge_33	bin.36	Bushbuckridge	Prevotella sp. CAG:604	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434515	84.86	5.58	62.5	3.24	20.102	2644	29	0	0	0	FALSE	FALSE	97.8704	FALSE
bushbuckridge_33	bin.40	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	87.39	2.1	0	1.45	17.368	1271	31	0	0	1	FALSE	FALSE	97.9722	FALSE
bushbuckridge_33	maxbin.007_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	85.23	0.22	0	1.65	26.453	1353	34	1	1	1	FALSE	FALSE	98.3331	FALSE
bushbuckridge_34	2	Bushbuckridge	Prevotella sp. Marseille-P4119	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900290275	98.41	0.39	100	2.98	29.544	2371	33	1	0	1	TRUE	FALSE	98.2429	FALSE
bushbuckridge_34	33	Bushbuckridge	Faecalibacterium prausnitzii SL3/3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	82.15	5.8	60	2.26	6.073	2099	37	0	0	0	FALSE	FALSE	97.7732	FALSE
bushbuckridge_34	40	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900540885	95.67	0.93	0	2.67	12.783	2144	36	0	0	2	FALSE	FALSE	98.2515	FALSE
bushbuckridge_34	44	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__C941 sp004557565	88.37	0.25	50	2.39	4.66	1867	26	0	0	0	FALSE	FALSE	97.345	FALSE
bushbuckridge_34	58	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	97.27	0	0	2.37	128.489	2188	43	0	0	1	FALSE	FALSE	97.8288	FALSE
bushbuckridge_34	maxbin.002	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.6	201.298	2289	55	0	0	0	TRUE	TRUE	98.7414	FALSE
bushbuckridge_35	22	Bushbuckridge	Prevotella stercorea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	97.16	0.07	100	2.69	32.88	2127	33	0	0	0	TRUE	FALSE	96.9676	FALSE
bushbuckridge_35	34	Bushbuckridge	Bacteroides sp. CAG:770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	89.21	1.44	25	2.59	7.61	2016	20	1	0	0	FALSE	FALSE	97.1746	FALSE
bushbuckridge_35	41	Bushbuckridge	Prevotella sp. CAG:891	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	97.55	0.19	0	3.12	17.597	2352	53	0	0	4	TRUE	TRUE	98.752	FALSE
bushbuckridge_35	51	Bushbuckridge	Unclassified	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp003258735	88.89	1.28	0	1.96	21.381	1891	37	0	0	0	TRUE	FALSE	98.5305	FALSE
bushbuckridge_35	57	Bushbuckridge	Eubacterium sp. CAG:251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	91.61	0.34	0	1.77	6.795	1535	25	0	0	1	FALSE	FALSE	98.9517	FALSE
bushbuckridge_35	bin.1	Bushbuckridge	Roseburia inulinivorans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	90.52	1.45	25	2.81	9.728	2513	18	0	0	0	TRUE	FALSE	97.776	FALSE
bushbuckridge_35	bin.2	Bushbuckridge	Clostridium sp. AF15-31	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	96.31	0	0	2.42	21.181	2033	30	0	0	0	FALSE	FALSE	98.8743	FALSE
bushbuckridge_36	14	Bushbuckridge	Klebsiella quasivariicola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasivariicola	99.55	0.54	0	5.53	47.5	5147	46	0	0	1	TRUE	TRUE	98.7817	FALSE
bushbuckridge_36	15_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	85.46	0	0	1.65	125.303	1378	46	0	1	1	FALSE	FALSE	97.7352	FALSE
bushbuckridge_36	21	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp003512525	86.24	2.14	20	2.2	5.52	1858	23	0	0	2	FALSE	FALSE	98.4659	FALSE
bushbuckridge_36	36	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__C941 sp004557565	94.53	0.16	33.33	2.84	11.757	2263	37	0	0	0	FALSE	FALSE	97.3796	FALSE
bushbuckridge_36	57	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900541575	88.39	0.39	0	2.15	7.48	1640	26	1	1	0	FALSE	FALSE	98.3342	FALSE
bushbuckridge_36	6	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__	87.81	0.67	0	2.25	14.432	1989	29	0	0	0	TRUE	FALSE	99.1161	FALSE
bushbuckridge_36	63	Bushbuckridge	Clostridiales bacterium UBA643	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium sp002299625	94.5	0.43	0	1.66	4.218	1459	28	0	0	0	FALSE	FALSE	96.211	FALSE
bushbuckridge_36	bin.18_sub	Bushbuckridge	Clostridiales bacterium UBA3259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900540635	86.84	0.67	0	1.91	9.101	1716	23	0	0	0	FALSE	FALSE	97.8809	FALSE
bushbuckridge_36	bin.6	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.26	54.485	1954	44	0	0	0	FALSE	FALSE	98.9367	FALSE
bushbuckridge_36	bin.8	Bushbuckridge	Butyrivibrio crossotus CAG:259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	99.33	0.34	0	2.23	22.521	2093	25	0	0	0	FALSE	FALSE	99.4548	FALSE
bushbuckridge_36	maxbin.005	Bushbuckridge	Catabacter sp. UBA7571	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp900550915	85.46	0	0	1.68	72.297	1331	39	0	0	1	TRUE	FALSE	98.0738	FALSE
bushbuckridge_36	maxbin.007	Bushbuckridge	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	91.81	8.98	60	1.95	6.506	1831	20	0	0	0	FALSE	FALSE	98.0912	FALSE
bushbuckridge_37	1	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__UMGS172 sp900539855	91.95	0.67	0	1.8	8.666	1636	15	0	0	1	TRUE	FALSE	99.1031	FALSE
bushbuckridge_37	16	Bushbuckridge	Succinatimonas sp. CAG:777	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.42	103.778	2045	49	0	0	0	FALSE	FALSE	98.8227	FALSE
bushbuckridge_37	42	Bushbuckridge	Christensenellaceae bacterium Phil1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	93.99	2.12	25	2.07	7.64	1942	24	0	0	0	FALSE	FALSE	98.7027	FALSE
bushbuckridge_37	48	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp900543105	93.29	0.34	0	3.06	10.842	2830	28	0	0	2	FALSE	FALSE	98.4087	FALSE
bushbuckridge_37	58	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	82.31	1.73	25	1.87	10.205	1795	31	0	0	0	FALSE	FALSE	98.9529	FALSE
bushbuckridge_37	6	Bushbuckridge	Ruminococcaceae bacterium UBA4699	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp900554995	95.41	0.67	0	2.1	15.52	1845	25	0	0	1	TRUE	FALSE	98.8329	FALSE
bushbuckridge_37	63	Bushbuckridge	Bacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	79.6	2.09	11.11	3.11	4.386	2640	18	0	0	0	FALSE	FALSE	99.7205	FALSE
bushbuckridge_37	bin.1	Bushbuckridge	Bacteroides sp. CAG:709	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000434935	96.43	0.24	0	2.9	90.469	2257	44	0	0	0	FALSE	FALSE	96.5907	FALSE
bushbuckridge_37	bin.17	Bushbuckridge	Ruminococcus sp. AF43-11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	98.66	0.67	0	1.96	54.049	1808	34	0	0	1	TRUE	FALSE	97.9912	FALSE
bushbuckridge_37	bin.18	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__;g__;s__	87.81	1.34	0	2	15.195	1774	22	0	0	0	TRUE	FALSE	98.4181	FALSE
