MetaCyc Pathway	bushbuckridge_1	bushbuckridge_2	bushbuckridge_3	bushbuckridge_4	bushbuckridge_5	bushbuckridge_6	bushbuckridge_7	bushbuckridge_8	bushbuckridge_9	bushbuckridge_10	bushbuckridge_11	bushbuckridge_12	bushbuckridge_13	bushbuckridge_14	bushbuckridge_15	bushbuckridge_16	bushbuckridge_17	bushbuckridge_18	bushbuckridge_19	bushbuckridge_20	bushbuckridge_21	bushbuckridge_22	bushbuckridge_23	bushbuckridge_24	bushbuckridge_25	bushbuckridge_26	bushbuckridge_27	bushbuckridge_28	bushbuckridge_29	bushbuckridge_30	bushbuckridge_31	bushbuckridge_32	bushbuckridge_33	bushbuckridge_34	bushbuckridge_35	bushbuckridge_36	bushbuckridge_37	bushbuckridge_38	bushbuckridge_39	bushbuckridge_40	bushbuckridge_41	bushbuckridge_42	bushbuckridge_43	bushbuckridge_44	bushbuckridge_45	bushbuckridge_46	bushbuckridge_47	bushbuckridge_48	bushbuckridge_49	bushbuckridge_50	bushbuckridge_51	bushbuckridge_52	bushbuckridge_53	bushbuckridge_54	bushbuckridge_55	bushbuckridge_56	bushbuckridge_57	bushbuckridge_58	bushbuckridge_59	bushbuckridge_60	bushbuckridge_61	bushbuckridge_62	bushbuckridge_63	bushbuckridge_64	bushbuckridge_65	bushbuckridge_66	bushbuckridge_67	bushbuckridge_68	bushbuckridge_69	bushbuckridge_70	bushbuckridge_71	bushbuckridge_72	bushbuckridge_73	bushbuckridge_74	bushbuckridge_75	bushbuckridge_76	bushbuckridge_77	bushbuckridge_78	bushbuckridge_79	bushbuckridge_80	bushbuckridge_81	bushbuckridge_82	bushbuckridge_83	bushbuckridge_84	bushbuckridge_85	bushbuckridge_86	bushbuckridge_87	bushbuckridge_88	bushbuckridge_89	bushbuckridge_90	bushbuckridge_91	bushbuckridge_92	bushbuckridge_93	bushbuckridge_94	bushbuckridge_95	bushbuckridge_96	bushbuckridge_97	bushbuckridge_98	bushbuckridge_99	bushbuckridge_100	bushbuckridge_101	bushbuckridge_102	bushbuckridge_103	bushbuckridge_104	bushbuckridge_105	bushbuckridge_106	bushbuckridge_107	bushbuckridge_108	bushbuckridge_109	bushbuckridge_110	bushbuckridge_111	bushbuckridge_112	bushbuckridge_113	bushbuckridge_114	bushbuckridge_115	bushbuckridge_116	bushbuckridge_117	bushbuckridge_118	soweto_1	soweto_2	soweto_3	soweto_4	soweto_5	soweto_6	soweto_7	soweto_8	soweto_9	soweto_10	soweto_11	soweto_12	soweto_13	soweto_14	soweto_15	soweto_16	soweto_17	soweto_18	soweto_19	soweto_20	soweto_21	soweto_22	soweto_23	soweto_24	soweto_25	soweto_26	soweto_27	soweto_28	soweto_29	soweto_30	soweto_31	soweto_32	soweto_33	soweto_34	soweto_35	soweto_36	soweto_37	soweto_38	soweto_39	soweto_40	soweto_41	soweto_42	soweto_43	soweto_44	soweto_45	soweto_46	soweto_47	soweto_48	soweto_49	soweto_50	soweto_51
PWY-5747: 2-methylcitrate cycle II	0	10.8203	0	0	6.55127	0	0	0	3.02795	56.0791	4.33387	27.5773	0	0	0	0	0	0	12.7663	1.15234	84.083	2.67609	13.0741	4.53271	11.0695	40.2688	3.52672	2.69669	4.22902	29.7725	1.83107	2.98946	0	2.57291	17.9516	3.49148	5.43327	0	8.12383	0	10.8399	30.065	0	6.31048	3.95557	1.30713	1.91573	8.57261	1.83073	4.47591	0	0.77486	1.99158	0	11.6188	2.59388	1.45486	8.07541	8.23313	3.13435	0	0	10.114	8.81217	11.1545	1.06551	3.69723	3.83455	4.19089	3.18957	23.6444	3.47867	0	1.04557	4.64222	4.31806	2.97728	0	4.89853	2.9554	1.35765	4.18757	0	0	1.64363	33.8106	32.4336	1.6481	10.7546	1.29119	0	74.1488	5.73696	0	3.50931	4.08033	28.0377	0.704629	12.2858	7.83285	3.74152	12.6727	0	8.72959	0	5.88503	4.34537	0	4.02735	7.61758	0	4.38836	1.11565	0.440428	0	9.82003	2.21738	6.21048	0	11.4545	2.28405	0	0	0	0	0	0	0	0	0	7.38656	0	5.75943	0	0	0	0	8.61164	0	0	0	23.7631	0	17.2227	13.3238	0	1.67543	0	0	0	0	17.3044	0	12.4518	0	0	0.53087	2.57694	3.59678	0	0	0	4.88994	0	0	0	3.6283	0	0
PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)	0	0	0	0	0	0	0	0	0	5.72163	0	0.717146	0	0	0	0	0	0	0.132785	0	0	0	0.610604	0	0	0.502584	0	0	0	0.102162	0	0	0	0	0.45429	0	0	0	0.389171	0	0.144732	0	0	0.515325	0	0	0	0	0	0	0	0	0	0	0.455261	0	0	0	1.5504	0	0	0	1.19402	1.08303	1.1567	0	0	0	0	0	0.26486	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194137	0.251058	0.466121	0	0.244897	0	0	0	0	0	0.263244	0.219274	4.65749	0	0	0.174496	0	0	0	0.342635	0	0	0.199005	0	0	0	0	0.18293	0	0	0	2.47906	0	0.109235	0	0	0	0	0	0.522566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21588	0	0	0.865469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	0	10.5646	0	8.70494	11.6499	0	0	0	7.53629	57.9983	3.65119	27.0585	22.6154	0	0	1.11828	0	0	32.7928	9.26128	92.2705	11.9985	16.6544	3.49241	51.4738	83.8339	3.16666	6.40336	6.54722	66.91	0	15.0572	0	9.45225	60.5591	32.4905	12.7456	2.85866	21.6004	2.95811	32.0089	28.0427	7.30425	4.95112	13.7537	19.3754	27.6335	70.117	18.6059	4.37075	3.30937	7.85162	0	0	22.2904	0	5.68152	34.1274	13.9708	12.4556	0.788482	0	9.75288	2.80974	16.7512	23.2632	26.0424	6.17249	0	3.26365	53.3073	7.90441	0	9.40336	4.31868	12.8333	15.2189	0	5.34992	40.1791	3.26718	0	3.05147	0	3.30463	79.6964	32.4325	38.8881	9.36917	1.93274	0	110.406	9.97282	1.53557	7.00937	9.34889	35.5822	4.99867	30.1892	40.1699	0	12.5176	16.7938	21.7167	5.24687	14.4998	5.42412	0	13.3033	18.1348	3.58036	50.3734	11.9519	0	1.39788	13.1118	4.4795	16.1853	0	29.5833	20.3909	25.8827	3.11214	0	0	5.53413	0	0	27.1727	0	16.8989	0	20.6086	7.06206	3.53843	10.9613	0	13.3709	0	0	22.5452	30.7452	0	31.0761	30.3441	0	42.2988	0	0	0	0	104.751	0	62.7524	0	0	0	7.96172	7.41031	9.87302	52.1244	0	28.3292	0	0	0	33.3892	0	1.12624
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	0	10.5646	0	8.70494	11.6499	0	0	0	7.53629	57.9983	3.65119	27.0585	22.6154	0	0	1.11828	0	0	32.7928	9.26128	92.2705	11.9985	16.6544	3.49241	51.4738	83.8339	3.16666	6.40336	6.54722	66.91	0	15.0572	0	9.45225	60.5591	32.4905	12.7456	2.85866	21.6004	2.95811	32.0089	28.0427	7.30425	4.95112	13.7537	19.3754	27.6335	70.117	18.6059	4.37075	3.30937	7.85162	0	0	22.2904	0	5.68152	34.1274	13.9708	12.4556	0.788482	0	9.75288	2.80974	16.7512	23.2632	26.0424	6.17249	0	3.26365	53.3073	7.90441	0	9.40336	4.31868	12.8333	15.2189	0	5.34992	40.1791	3.26718	0	3.05147	0	3.30463	79.6964	32.4325	38.8881	9.36917	1.93274	0	110.406	9.97282	1.53557	7.00937	9.34889	35.5822	4.99867	30.1892	40.1699	0	12.5176	16.7938	21.7167	5.24687	14.4998	5.42412	0	13.3033	18.1348	3.58036	50.3734	11.9519	0	1.39788	13.1118	4.4795	16.1853	0	29.5833	20.3909	25.8827	3.11214	0	0	5.53413	0	0	27.1727	0	16.8989	0	20.6086	7.06206	3.53843	10.9613	0	13.3709	0	0	22.5452	30.7452	0	31.0761	30.3441	0	42.2988	0	0	0	0	104.751	0	62.7524	0	0	0	7.96172	7.41031	9.87302	52.1244	0	28.3292	0	0	0	33.3892	0	1.12624
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	26.1977	0	22.4354	32.6979	0	0	0	18.1244	128.559	11.0237	59.2607	0	0	0	3.71916	0	0	72.7054	30.5083	173.107	34.4841	47.0299	10.7836	117.799	167.478	10.0471	19.907	20.074	144.488	0	37.3708	0	26.4426	132.8	72.1604	36.5488	8.77482	60.4745	9.76185	82.6107	70.2356	23.4494	16.3986	41.7125	54.6353	77.0067	116.405	45.427	13.5936	10.7165	23.7348	0	0	52.1453	0	18.3461	72.5341	40.6413	35.9646	2.67685	0	28.6007	9.05079	41.2261	58.6902	72.2162	19.1783	0	10.2878	103.532	20.449	0	28.4384	12.8864	31.799	27.8762	0	14.3942	72.3084	10.0271	0	9.95642	0	9.8468	176.793	78.9634	48.3988	29.0671	5.66588	0	190.033	28.1384	5.09368	21.3167	28.3283	85.1866	15.726	74.8099	86.2335	0	37.3887	42.0435	58.9559	15.6291	35.1335	16.9642	0	37.3879	53.6272	11.4124	111.402	31.5958	0	4.4998	36.6161	14.3044	44.1618	0	74.9243	61.9589	53.6026	10.1948	0	0	16.0206	0	0	67.1669	0	53.0716	0	61.7321	22.0152	11.6794	31.9447	0	37.133	0	0	47.5296	79.4648	0	89.0749	85.3133	0	115.681	0	0	0	0	166.231	0	129.06	0	0	0	24.4387	24.0973	31.5656	120.698	0	4.84735	0	0	0	85.8616	0	3.79458
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	17.8533	0	14.9924	26.7964	0	0	0	21.3356	102.443	11.0465	56.5064	14.8179	0	0	3.66475	0	0	58.633	28.0862	130.973	27.1688	29.8001	10.8335	96.0911	135.031	1.23717	20.2465	19.5694	101.126	0	40.4436	0	26.3779	43.223	52.0072	28.2331	8.08563	57.037	9.2195	67.5341	56.0773	21.279	15.7836	26.8571	19.6672	46.1011	96.3491	35.7347	13.5538	10.4941	22.3779	0	0	48.1724	0	17.2935	63.971	29.8285	31.9011	2.67449	0	18.3783	8.81302	43.7885	38.484	59.5457	14.9796	0	9.44085	102.936	22.0295	0	26.8369	12.7126	34.2686	27.4361	0	9.56587	37.1366	10.4029	0	9.74892	0	10.4435	154.158	52.8303	69.3976	22.2185	6.46412	0	143.186	26.6614	4.78212	19.7816	0	76.4258	15.5773	64.3229	72.202	0	24.2507	29.7593	35.5561	15.8014	35.7891	16.4258	0	38.2318	47.4833	11.2618	75.3565	30.6103	0	4.56659	28.7456	13.707	26.8625	0	73.1016	25.0782	61.5774	10.146	0	0	16.8132	0	0	55.4729	0	36.2984	0	46.4582	21.916	11.6339	27.3642	0	24.3775	0	0	0	77.0805	0	69.8653	51.4204	0	3.25891	0	0	0	0	144.901	0	112.995	0	0	0	24.004	22.2834	27.6171	104.969	0	20.3469	0	0	0	80.0712	0	3.06476
PWY-5845: superpathway of menaquinol-9 biosynthesis	0	17.8533	0	0	23.0217	0	0	0	21.1366	102.443	10.9935	53.9945	0	0	0	0	0	0	58.633	30.5354	130.973	0	35.0799	10.13	96.0911	135.031	9.49203	17.9014	11.1982	101.126	0	0	0	0	43.223	45.0729	27.7116	0	42.9872	8.93787	67.5341	45.6226	21.5307	16.2338	38.051	11.512	65.0911	96.3491	35.7347	0	0	16.1682	0	0	33.9206	0	15.6777	63.971	29.8285	18.9563	0	0	19.8344	6.8635	15.1312	6.35466	65.9447	14.9796	0	0	102.936	0	0	18.3501	5.48197	36.6078	20.2688	0	13.0824	27.7057	8.46493	0	0	0	3.97184	154.158	52.8303	0	15.4478	2.53761	0	143.186	23.5634	2.5651	6.50339	4.74161	76.4258	13.5207	64.3229	72.202	0	24.2507	3.6066	35.5561	4.18068	14.3108	11.0788	0	35.5367	21.6542	0	75.3565	19.1417	0	3.27401	24.259	10.3971	36.7456	0	36.173	55.9499	40.9703	0	0	0	0	0	0	55.4729	0	41.4632	0	60.5266	9.76743	11.413	30.4268	0	0	0	0	0	57.1433	0	75.8584	75.7437	0	45.9642	0	0	0	0	144.901	0	112.995	0	0	0	13.3269	6.52362	0	21.6828	0	0	0	0	0	70.8767	0	3.77399
PWY-5850: superpathway of menaquinol-6 biosynthesis I	0	17.8533	0	0	0	0	0	0	0	102.443	0	10.9812	0	0	0	0	0	0	58.633	12.3064	130.973	0	29.8001	8.09625	96.0911	135.031	0	0	4.68768	101.126	0	0	0	0	43.223	45.0729	27.7116	0	42.9872	0	67.5341	45.6226	12.338	11.0673	19.0229	0	46.1011	96.3491	35.7347	0	0	13.9911	0	0	33.9206	0	0	63.971	29.8285	0	0	0	11.429	5.70284	14.8334	0	55.7855	14.9796	0	0	102.936	0	0	18.3501	5.48197	19.9384	20.2688	0	9.56587	25.9711	0	0	0	0	3.97184	154.158	52.8303	0	15.4478	2.53761	0	143.186	23.5634	0	6.50339	0	76.4258	4.07317	64.3229	72.202	0	24.2507	0	35.5561	4.18068	14.3108	11.0788	0	22.3231	21.6542	0	75.3565	0	0	0	24.259	1.93368	26.8625	0	36.173	25.0782	40.9703	0	0	0	0	0	0	55.4729	0	36.2984	0	46.4582	0	0	0	0	0	0	0	0	57.1433	0	69.8653	42.4139	0	0	0	0	0	0	144.901	0	112.995	0	0	0	0	0	0	0	0	0	0	0	0	70.8767	0	0
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	0	1.6562	0	0	0	0	0	0	0	27.2494	4.09745	8.3971	0	0	0	0	0	0	14.3201	1.48102	43.2782	0	1.1915	0.786019	39.8894	3.89624	0	0	0	33.7348	0	0.499685	0	0	19.3231	18.0653	5.74867	0	4.20306	0	22.9434	8.09016	0	0.482763	0.502311	0	11.9966	11.0679	8.39574	0	0	0.450981	1.79185	0	3.66674	0	0	20.3271	0.407252	0.452517	0	0	4.69009	2.9822	3.71378	0.204507	6.54143	0.760728	0	1.8966	37.6414	0	0	0	0	0	8.02412	0.36281	0	6.51665	0	0	0	0	1.65916	17.969	13.4175	1.70139	2.38211	0	0	19.5297	0.558111	0	0	0.994404	14.8872	0	21.9653	6.08973	0	4.02337	0	5.69099	0	9.71769	2.13369	0	1.4725	0	0	14.1851	0	0	0	3.36738	1.68804	6.76297	0	9.2971	0	3.33055	0	0	0	0	0	0	14.7578	0	1.16055	0	0	0	0	0	0	0	0	0	0	3.11778	0	13.7417	6.91767	0	0	0	0	0	0	60.7822	0	18.9735	0	0	0	0	0	0	0	0	0	0	0	0	8.14017	0	0
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	0	1.6562	0	0	0	0	0	0	0	27.2494	4.09745	8.3971	0	0	0	0	0	0	14.3201	1.48102	43.2782	0	1.1915	0.786019	39.8894	3.89624	0	0	0	33.7348	0	0.499685	0	0	19.3231	18.0653	5.74867	0	4.20306	0	22.9434	8.09016	0	0.482763	0.502311	0	11.9966	11.0679	8.39574	0	0	0.450981	1.79185	0	3.66674	0	0	20.3271	0.407252	0.452517	0	0	4.69009	2.9822	3.71378	0.204507	6.54143	0.760728	0	1.8966	37.6414	0	0	0	0	0	8.02412	0.36281	0	6.51665	0	0	0	0	1.65916	17.969	13.4175	1.70139	2.38211	0	0	19.5297	0.558111	0	0	0.994404	14.8872	0	21.9653	6.08973	0	4.02337	0	5.69099	0	9.71769	2.13369	0	1.4725	0	0	14.1851	0	0	0	3.36738	1.68804	6.76297	0	9.2971	0	3.33055	0	0	0	0	0	0	14.7578	0	1.16055	0	0	0	0	0	0	0	0	0	0	3.11778	0	13.7417	6.91767	0	0	0	0	0	0	60.7822	0	18.9735	0	0	0	0	0	0	0	0	0	0	0	0	8.14017	0	0
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	0	1.6562	0	0	0	0	0	0	0	27.2494	4.09745	8.3971	0	0	0	0	0	0	14.3201	1.48102	43.2782	0	1.1915	0.786019	39.8894	3.89624	0	0	0	33.7348	0	0.499685	0	0	19.3231	18.0653	5.74867	0	4.20306	0	22.9434	8.09016	0	0.482763	0.502311	0	11.9966	11.0679	8.39574	0	0	0.450981	1.79185	0	3.66674	0	0	20.3271	0.407252	0.452517	0	0	4.69009	2.9822	3.71378	0.204507	6.54143	0.760728	0	1.8966	37.6414	0	0	0	0	0	8.02412	0.36281	0	6.51665	0	0	0	0	1.65916	17.969	13.4175	1.70139	2.38211	0	0	19.5297	0.558111	0	0	0.994404	14.8872	0	21.9653	6.08973	0	4.02337	0	5.69099	0	9.71769	2.13369	0	1.4725	0	0	14.1851	0	0	0	3.36738	1.68804	6.76297	0	9.2971	0	3.33055	0	0	0	0	0	0	14.7578	0	1.16055	0	0	0	0	0	0	0	0	0	0	3.11778	0	13.7417	6.91767	0	0	0	0	0	0	60.7822	0	18.9735	0	0	0	0	0	0	0	0	0	0	0	0	8.14017	0	0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0	12.1428	0	0	0	0	0	0	0	79.7739	0	7.47559	0	0	0	0	0	0	42.7585	8.25737	99.9283	0	20.4795	5.44114	72.3302	103.403	0	0	3.13873	72.9834	0	0	0	0	29.7914	31.5637	18.9539	0	30.2431	0	49.0144	31.8294	8.3239	7.45906	13.0176	0	32.2613	74.643	24.5355	0	0	9.44829	0	0	23.5377	0	0	46.6223	20.4162	0	0	0	7.72955	3.82955	10.0568	0	39.9857	10.1263	0	0	77.9254	0	0	12.3508	3.66386	13.5654	14.6279	0	6.45147	18.0585	0	0	0	0	2.65459	117.883	37.0069	0	10.3858	1.69643	0	114.065	16.0663	0	4.35659	0	55.0697	2.72702	45.1303	51.0974	0	16.5076	0	24.704	2.79488	9.70456	7.43406	0	15.2981	14.5916	0	53.8799	0	0	0	16.3708	1.29194	18.5263	0	25.001	17.1147	28.2606	0	0	0	0	0	0	37.9488	0	24.7372	0	32.1937	0	0	0	0	0	0	0	0	40.7019	0	48.6432	29.2836	0	0	0	0	0	0	112.089	0	89.3014	0	0	0	0	0	0	0	0	0	0	0	0	50.9467	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	0	17.9881	0	15.2349	22.9441	0	0	0	12.5109	104.593	7.50181	44.4765	0	0	0	2.49067	0	0	54.2432	20.6684	138.511	23.4733	32.9072	7.2667	91.3339	133	6.79707	13.6175	13.6359	108.104	0	25.701	0	18.0247	98.4428	52.1117	25.207	5.88315	43.5253	6.57461	61.1672	50.2619	15.9928	11.1109	29.4748	37.1994	55.746	93.3293	31.4452	9.14164	7.23499	16.1744	0	0	36.9959	0	12.3809	53.531	28.0886	25.0123	1.78838	0	19.7726	6.10382	28.8212	43.2427	52.9347	13.0157	0	6.92234	78.4379	13.8109	0	19.2423	8.64201	21.9026	20.7613	0	9.76517	54.456	6.72925	0	6.68832	0	6.60587	138.175	56.7365	33.1191	19.6893	3.80072	0	161.696	19.2708	3.41085	14.4392	19.7966	61.9566	10.6586	52.9408	61.7662	0	25.7443	28.7595	42.1317	10.5286	24.4365	11.4228	0	26.1148	36.7203	7.7121	82.5137	21.5668	0	3.00665	24.865	9.69254	31.1494	0	53.9048	43.8098	37.3737	6.92167	0	0	10.7833	0	0	46.2033	0	36.5438	0	43.34	15.0805	7.87964	22.2221	0	26.0537	0	0	33.2745	58.1553	0	62.7835	61.105	0	84.208	0	0	0	0	131.697	0	104.76	0	0	0	16.8417	16.3709	21.515	92.5649	0	3.24402	0	0	0	62.7557	0	2.5383
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0	12.1428	0	0	15.907	0	0	0	14.6766	79.7739	7.48083	40.0761	0	0	0	0	0	0	42.7585	20.6871	99.9283	0	24.2404	6.82179	72.3302	103.403	6.41633	12.2134	7.54366	72.9834	0	0	0	0	29.7914	31.5637	18.9539	0	30.2431	6.01445	49.0144	31.8294	14.6566	10.9975	26.7468	7.70851	46.5022	74.643	24.5355	0	0	10.9406	0	0	23.5377	0	10.5613	46.6223	20.4162	12.9196	0	0	13.5584	4.61579	10.2622	4.28055	47.9235	10.1263	0	0	77.9254	0	0	12.3508	3.66386	25.3421	14.6279	0	8.86104	19.3201	5.67497	0	0	0	2.65459	117.883	37.0069	0	10.3858	1.69643	0	114.065	16.0663	1.71388	4.35659	3.18562	55.0697	9.14258	45.1303	51.0974	0	16.5076	2.40965	24.704	2.79488	9.70456	7.43406	0	24.7632	14.5916	0	53.8799	12.944	0	2.18626	16.3708	7.01359	25.6683	0	25.001	39.3298	28.2606	0	0	0	0	0	0	37.9488	0	28.3467	0	42.4496	6.58988	7.69781	21.1226	0	0	0	0	0	40.7019	0	53.0176	53.802	0	31.703	0	0	0	0	112.089	0	89.3014	0	0	0	9.04542	4.3712	0	14.8028	0	0	0	0	0	50.9467	0	2.52447
PWY-5863: superpathway of phylloquinol biosynthesis	0	11.5955	0	8.54935	8.7394	0	0	0	7.54557	46.8175	3.97998	29.0791	21.1274	0	0	1.26209	0	0	30.8576	10.4608	60.9104	12.6179	15.2546	3.59176	49.8783	65.4409	3.56035	7.02397	7.03224	43.0476	0	7.55119	0	9.31558	24.7328	17.5819	10.1952	3.12754	22.6401	3.32841	34.1016	18.7124	8.1733	5.62118	15.1379	19.748	30.5661	48.9731	13.0249	4.84464	3.40115	8.68736	0	0	20.9257	0	6.12104	32.0033	15.0547	12.9273	0.894084	0	9.96426	3.12333	14.3156	23.9676	28.1954	6.83155	0	2.90837	49.3068	8.31331	0	9.04823	3.87612	10.9878	13.9383	0	5.34467	31.3983	2.5197	0	1.7277	0	3.69643	79.9499	27.519	33.6956	10.1912	2.16855	0	79.7494	9.61371	1.71555	7.2507	10.1652	30.642	5.45258	29.7263	36.5554	0	9.82964	17.3158	21.4006	4.8721	13.928	5.90432	0	12.6956	16.9489	3.99867	36.7396	11.3052	0	1.43524	8.33271	5.05489	16.1135	0	17.3769	22.9892	21.3911	3.51856	0	0	5.651	0	0	28.9571	0	18.364	0	21.2143	7.60506	3.98869	12.2288	0	14.0703	0	0	24.2045	31.4611	0	30.7807	33.0677	0	45.8284	0	0	0	0	80.1778	0	62.1744	0	0	0	8.89792	8.34114	11.0639	55.368	0	2.64647	0	0	0	36.013	0	1.23628
PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575754	0	0.170595	0	0	0	0	0	0	0	0.16107	0	0	0.309397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162556	0	0	0	0	0	0	0.171564	0.133835	0	0.289869	0	0.209519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424725	0	0	0	0	0	0	0	0	0.454729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5871: ubiquinol-9 biosynthesis (eukaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462901	0	0.138469	0	0	0	0	0	0	0	0.130657	0	0	0.248044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130083	0	0	0	0	0	0	0.137355	0.107162	0	0.232862	0	0.168088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341145	0	0	0	0	0	0	0	0	0.368322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462901	0	0.138469	0	0	0	0	0	0	0	0.130657	0	0	0.248044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130083	0	0	0	0	0	0	0.137355	0.107162	0	0.232862	0	0.168088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341145	0	0	0	0	0	0	0	0	0.368322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5896: superpathway of menaquinol-10 biosynthesis	0	17.8533	0	0	0	0	0	0	0	102.443	0	10.9812	0	0	0	0	0	0	58.633	12.3064	130.973	0	29.8001	8.09625	96.0911	135.031	0	0	4.68768	101.126	0	0	0	0	43.223	45.0729	27.7116	0	42.9872	0	67.5341	45.6226	12.338	11.0673	19.0229	0	46.1011	96.3491	35.7347	0	0	13.9911	0	0	33.9206	0	0	63.971	29.8285	0	0	0	11.429	5.70284	14.8334	0	55.7855	14.9796	0	0	102.936	0	0	18.3501	5.48197	19.9384	20.2688	0	9.56587	25.9711	0	0	0	0	3.97184	154.158	52.8303	0	15.4478	2.53761	0	143.186	23.5634	0	6.50339	0	76.4258	8.43038	64.3229	72.202	0	24.2507	0	35.5561	4.18068	14.3108	11.0788	0	22.3231	21.6542	0	75.3565	0	0	0	24.259	1.93368	26.8625	0	36.173	25.0782	40.9703	0	0	0	0	0	0	55.4729	0	36.2984	0	46.4582	0	0	0	0	0	0	0	0	57.1433	0	69.8653	42.4139	0	0	0	0	0	0	144.901	0	112.995	0	0	0	0	0	0	0	0	0	0	0	0	70.8767	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis	0	28.7595	0	24.6563	30.7752	0	0	0	20.0526	119.204	10.3272	59.4114	55.7446	0	0	3.30674	0	0	72.4815	27.0177	173.155	34.0028	44.3286	10.0644	113.075	159.029	9.00652	18.1689	18.5257	140.311	0	41.3477	0	26.5995	136.31	74.1468	34.709	8.45788	55.676	8.63374	78.0232	69.7052	20.9107	14.4578	37.4056	52.8389	70.5011	120.164	49.2433	12.775	9.70655	21.7991	0	0	53.9435	0	16.5926	70.8606	38.2639	33.3066	2.35379	0	26.6297	8.18726	43.7279	55.6132	66.4168	17.5848	0	9.56781	108.608	22.9042	0	27.2562	12.7354	34.9826	29.0222	0	15.1716	73.7484	9.61251	0	9.02624	0	9.72868	169.196	77.2559	90.2384	26.9756	5.70665	0	184.102	27.6851	4.51463	20.3137	25.5615	86.3987	14.3423	73.7047	87.3031	0	33.5215	47.1473	55.2356	15.35	37.8662	15.9186	0	35.4336	51.2639	10.2823	113.804	33.3667	0	4.16885	37.5359	12.8298	41.2472	0	74.9192	55.469	66.713	9.01393	0	0	16.2532	0	0	62.7057	0	47.7132	0	56.2174	19.7953	10.3817	29.9511	0	34.5365	0	0	54.3172	74.4315	0	82.5441	78.6069	0	106.384	0	0	0	0	168.748	0	123.801	0	0	0	22.1071	21.4758	28.1455	114.765	0	73.0009	0	0	0	80.0947	0	3.35426
