Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage
B8	bin.25	1493	271	31	0	0	0	0	0	0	0	1564754	414043	0	0	0	0	0	0	0	271	21397	1564754	6583	4208	78	151	0	o__Clostridiales (UID1212)	172	263	149	84	171	8	0	0	0	72	2.92	0	10	0	0	1	Oscillibacter_sp.	81.416	1.56	Oscillibacter_sp.	13.7020899131749
B8	bin.26	376	114	0	0	0	0	0	0	0	0	397230	0	0	0	0	0	0	0	0	114	8588	397230	3399	2867	45	77	0	k__Bacteria (UID203)	5449	98	58	82	16	0	0	0	0	21.55	0	0	4	0	0	0	Oscillibacter_sp.	73.994	0.4	Oscillibacter_sp.	10.1295219394306
B8	bin.27	989	218	20	0	0	0	0	0	0	0	1176207	263255	0	0	0	0	0	0	0	218	18561	1176207	6143	4039	65	126	0	k__Bacteria (UID203)	5449	102	58	85	17	0	0	0	0	29.31	0	0	4	0	0	0	Succinatimonas_sp.	90.814	1.18	Succinatimonas_sp.	12.7046514771635
B8	bin.28	1852	404	31	0	0	0	0	0	0	0	2128884	378038	0	0	0	0	0	0	0	404	17212	2128884	5616	4002	127	239	0	f__Lachnospiraceae (UID1286)	57	420	207	83	332	5	0	0	0	76.25	1.77	40	16	0	0	0	Lachnospiraceae_bacterium	49.272	2.13	Lachnospiraceae	13.5571031582745
B8	bin.29	334	125	0	0	0	0	0	0	0	0	464153	0	0	0	0	0	0	0	0	125	9603	464153	3608	3066	49	84	0	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	13.79	0	0	NA	0	0	0	Prevotella_stercorea	93.68	0.46	Prevotella_stercorea	9.22195913847374
B8	bin.3	1357	316	16	0	0	0	0	0	0	0	1549699	197489	0	0	0	0	0	0	0	316	15566	1549699	5415	3511	97	186	0	o__Clostridiales (UID1212)	172	263	149	51	192	20	0	0	0	75.93	8.5	0	9	0	0	0	Ruminococcus_sp.	75.457	1.55	Ruminococcus_sp.	11.0891857063856
B8	bin.30	1935	130	75	3	0	0	0	0	0	0	2064136	1741513	173768	0	0	0	0	0	0	130	73168	2064136	21264	14249	30	59	0	c__Clostridia (UID1118)	387	223	124	3	219	1	0	0	0	98.39	0.81	0	26	0	0	0	Christensenellaceae_bacterium	54.978	2.06	Christensenellaceae	17.267248863447
B8	bin.31	1558	231	48	0	0	0	0	0	0	0	1593735	691251	0	0	0	0	0	0	0	231	36980	1593735	8826	5066	60	120	0	o__Clostridiales (UID1212)	172	263	149	33	228	2	0	0	0	86.53	1.34	50	17	0	0	0	uncultured_Clostridiales	79.383	1.59	uncultured_Clostridiales	22.6922606330413
B8	bin.4	319	108	0	0	0	0	0	0	0	0	347386	0	0	0	0	0	0	0	0	108	6591	347386	3146	2762	46	76	0	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	11.29	0	0	NA	0	0	0	Lentisphaeria_bacterium	92.489	0.35	Lentisphaeria_bacterium	6.95235271427173
B8	bin.5	2045	75	59	18	6	0	0	0	0	0	2646426	2546780	1531216	734660	0	0	0	0	0	75	153293	2646426	57898	30587	15	31	0	p__Bacteroidetes (UID2605)	350	316	210	15	298	3	0	0	0	93.97	1.11	33.33	27	0	0	0	Alistipes_sp.	100	2.65	Alistipes_sp.	61.773841399684
B8	bin.6	1889	130	81	0	0	0	0	0	0	0	2094183	1813971	0	0	0	0	0	0	0	130	47162	2094183	22818	14143	32	61	0	o__Clostridiales (UID1212)	172	263	149	8	250	5	0	0	0	96.6	2.24	40	27	0	0	1	Ruminococcaceae_bacterium	99.669	2.09	Ruminococcaceae_bacterium	20.8331363591434
B8	bin.7	647	181	2	0	0	0	0	0	0	0	769633	21843	0	0	0	0	0	0	0	181	11419	769633	4378	3235	64	114	0	o__Clostridiales (UID1120)	304	250	143	124	125	1	0	0	0	49.16	0.17	0	NA	0	0	0	Clostridium_sp.	61.119	0.77	Clostridium_sp.	9.87685039492849
B8	bin.8	208	55	1	0	0	0	0	0	0	0	231153	12481	0	0	0	0	0	0	0	55	12481	231153	4203	3246	19	35	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Prevotella_copri	50.58	0.23	Prevotella	11.8032212430728
B8	bin.9	979	195	23	0	0	0	0	0	0	0	1100194	301765	0	0	0	0	0	0	0	195	21382	1100194	6376	4214	54	109	0	k__Bacteria (UID2495)	2993	143	89	50	93	0	0	0	0	73.87	0	0	7	0	0	0	Elusimicrobia_bacterium	98.208	1.1	Elusimicrobia_bacterium	11.0925891251906
B9	bin.1	843	248	6	0	0	0	0	0	0	0	1068441	74609	0	0	0	0	0	0	0	248	13819	1068441	4424	3257	82	154	0	p__Bacteroidetes (UID2605)	350	314	208	194	120	0	0	0	0	36.78	0	0	NA	0	0	0	Alistipes_sp.	54.466	1.07	Alistipes	9.64643812807633
B9	bin.10	2943	599	38	0	0	0	0	0	0	0	3117174	555129	0	0	0	0	0	0	0	599	29275	3117174	5668	3877	178	346	0	f__Enterobacteriaceae (UID5124)	134	1173	336	351	778	44	0	0	0	69.79	4	90.91	12	1	0	1	Escherichia_coli	95.772	3.12	Escherichia_coli	36.2265147855076
B9	bin.11	2872	1105	14	0	0	0	0	0	0	0	4518034	159039	0	0	0	0	0	0	0	1105	12838	4518034	4052	3213	395	708	0	k__Bacteria (UID203)	5449	104	58	82	16	4	2	0	0	36.21	10.34	80	NA	0	0	0	Bacteroides_thetaiotaomicron	40.417	4.52	Bacteroides	11.2839788279592
B9	bin.12	2171	59	56	16	5	0	0	0	0	0	2575546	2555510	1509073	627741	0	0	0	0	0	59	155401	2575546	75550	34480	13	27	0	k__Bacteria (UID2982)	88	229	147	13	216	0	0	0	0	92.52	0	0	30	0	0	0	Akkermansia_muciniphila	90.545	2.58	Akkermansia_muciniphila	38.4311132474435
B9	bin.13	748	225	0	0	0	0	0	0	0	0	778377	0	0	0	0	0	0	0	0	225	8161	778377	3347	2895	91	154	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	0	Klebsiella_pneumoniae	82.988	0.78	Klebsiella_pneumoniae	7.38864329238916
B9	bin.14	1831	398	49	0	0	0	0	0	0	0	2511232	724534	0	0	0	0	0	0	0	398	27119	2511232	7017	4707	113	222	0	o__Bacteroidales (UID2657)	160	492	269	160	332	0	0	0	0	72.96	0	0	2	0	0	1	Paraprevotella_clara	94.97	2.51	Paraprevotella_clara	12.1616003618941
B9	bin.15	3071	232	136	7	1	0	0	0	0	0	3832520	3268029	451135	100354	0	0	0	0	0	232	100354	3832520	24023	14011	53	104	0	o__Bacteroidales (UID2654)	163	486	266	49	434	3	0	0	0	97.51	0.94	100	38	0	0	0	Bacteroides_vulgatus	93.103	3.83	Bacteroides_vulgatus	78.9934820953315
B9	bin.16	1546	102	64	6	1	0	0	0	0	0	1808168	1569894	420058	108271	0	0	0	0	0	102	108271	1808168	26861	13913	21	46	0	p__Bacteroidetes (UID2605)	350	314	208	48	264	2	0	0	0	95.1	0.96	0	9	0	0	0	Alistipes_putredinis	99.705	1.81	Alistipes_putredinis	22.759306657346
B9	bin.17	1615	62	48	10	1	0	0	0	0	0	1788623	1691535	720344	121027	0	0	0	0	0	62	121027	1788623	41938	26810	14	28	0	o__Clostridiales (UID1212)	172	263	149	17	246	0	0	0	0	95.97	0	0	29	1	1	2	Ruminococcaceae_bacterium	89.875	1.79	Ruminococcaceae_bacterium	23.5372686139002
B9	bin.18	347	86	3	0	0	0	0	0	0	0	410370	41997	0	0	0	0	0	0	0	86	17571	410370	4860	3560	28	53	0	k__Bacteria (UID203)	5449	103	57	91	12	0	0	0	0	18.42	0	0	4	0	0	0	Phascolarctobacterium_faecium	97.104	0.41	Phascolarctobacterium_faecium	9.84355581548359
B9	bin.19	1356	243	62	0	0	0	0	0	0	0	1844936	844176	0	0	0	0	0	0	0	243	22084	1844936	9567	5445	71	132	0	k__Bacteria (UID203)	5449	104	58	69	35	0	0	0	0	56.03	0	0	4	1	0	0	Prevotella_copri	95.861	1.84	Prevotella_copri	20.9081236422293
B9	bin.2	5202	372	202	26	4	0	0	0	0	0	7083425	6118855	2124520	674033	0	0	0	0	0	372	222447	7083425	33279	15790	61	139	0	o__Bacteroidales (UID2657)	160	491	269	63	416	8	4	0	0	93.01	2.75	65	22	0	0	2	Bacteroides_cellulosilyticus	79.328	7.08	Bacteroides_cellulosilyticus	40.1066574432566
B9	bin.3	450	95	10	0	0	0	0	0	0	0	538779	134655	0	0	0	0	0	0	0	95	24538	538779	6232	4567	28	54	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Bacteroides_vulgatus	46.223	0.54	Bacteroides	24.0568953132917
B9	bin.4	612	93	16	0	0	0	0	0	0	0	640011	254611	0	0	0	0	0	0	0	93	28526	640011	7943	5107	24	48	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Escherichia_coli	95.69	0.64	Escherichia_coli	23.76779461603
B9	bin.5	2208	516	59	0	0	0	0	0	0	0	2935373	742502	0	0	0	0	0	0	0	516	25568	2935373	6307	4277	154	295	0	k__Bacteria (UID203)	5449	104	58	66	38	0	0	0	0	58.28	0	0	7	0	0	1	Parabacteroides_distasonis	37.274	2.94	Parabacteroides	13.9218593344015
B9	bin.6	10659	1950	385	2	1	0	0	0	0	0	14011289	6457747	153606	101650	0	0	0	0	0	1950	101650	14011289	9373	4995	442	959	0	k__Bacteria (UID203)	5449	104	58	34	9	17	27	14	3	87.41	165.2	69.81	44	0	0	5	Bacteroides_fragilis	28.548	14.01	Bacteroides	22.5658681367574
B9	bin.7	1228	349	9	0	0	0	0	0	0	0	1595209	107869	0	0	0	0	0	0	0	349	16286	1595209	4724	3459	115	215	0	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	22.41	0	0	NA	0	0	0	Bacteroides_uniformis	50.446	1.6	Bacteroides	11.8468489081995
B9	bin.8	297	85	0	0	0	0	0	0	0	0	340029	0	0	0	0	0	0	0	0	85	9774	340029	4095	3212	33	57	0	k__Bacteria (UID203)	5449	103	57	86	17	0	0	0	0	24.56	0	0	NA	0	0	0	Phascolarctobacterium_faecium	83.947	0.34	Phascolarctobacterium_faecium	8.51177399574742
B9	bin.9	1784	370	51	0	0	0	0	0	0	0	2297236	666426	0	0	0	0	0	0	0	370	23954	2297236	6865	4903	109	209	0	o__Bacteroidales (UID2617)	213	406	265	86	315	5	0	0	0	78.31	1.13	0	11	0	0	0	Barnesiella_sp.	40.813	2.3	Barnesiella	17.3645197968341
B10	bin.1	2953	39	34	24	11	2	1	0	0	0	3672151	3642234	3309153	2409178	1029061	599540	0	0	0	39	599540	3672151	149196	78467	7	16	0	o__Bacteroidales (UID2657)	160	492	269	29	462	1	0	0	0	98.87	0.37	100	47	1	0	2	Bacteroides_eggerthii	99.771	3.67	Bacteroides_eggerthii	124.015325077863
B10	bin.10	284	25	12	0	0	0	0	0	0	0	271446	210570	0	0	0	0	0	0	0	25	47699	271446	12474	10255	6	12	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	16	0	0	0	cellular_organisms	22.873	0.27	cellular	13.0628191242457
B10	bin.11	2558	355	110	1	0	0	0	0	0	0	3153334	1806472	72222	0	0	0	0	0	0	355	72222	3153334	10953	6957	89	177	0	o__Bacteroidales (UID2657)	160	492	269	136	352	4	0	0	0	80.08	0.87	75	17	0	0	2	Bacteroides_uniformis	57.845	3.15	Bacteroides	35.7360336710288
B10	bin.12	1335	250	30	0	0	0	0	0	0	0	1504466	507189	0	0	0	0	0	0	0	250	35809	1504466	6590	4065	61	134	0	p__Proteobacteria (UID3887)	1487	256	161	44	209	3	0	0	0	79.55	0.67	0	25	0	0	0	Sutterella_sp.	63.67	1.5	Sutterella_sp.	10.389566796458
B10	bin.13	1760	77	66	9	0	0	0	0	0	0	2028377	1962129	575816	0	0	0	0	0	0	77	87572	2028377	33517	21435	20	39	0	p__Bacteroidetes (UID2605)	350	314	208	12	300	2	0	0	0	96.15	0.96	0	23	0	0	1	Alistipes_putredinis	99.799	2.03	Alistipes_putredinis	23.507464342181
B10	bin.14	264	43	6	0	0	0	0	0	0	0	252687	68734	0	0	0	0	0	0	0	43	13681	252687	7244	4795	14	24	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Clostridium_sp.	37.227	0.25	Clostridium	15.9820251932232
B10	bin.15	2587	164	102	7	0	0	0	0	0	0	2960663	2554838	496714	0	0	0	0	0	0	164	96606	2960663	22619	15025	38	76	0	f__Lachnospiraceae (UID1286)	57	420	207	29	386	5	0	0	0	96.44	1.45	0	25	0	0	0	Clostridium_sp.	69.109	2.96	Clostridium_sp.	20.2917724847441
B10	bin.16	3683	528	103	1	0	0	0	0	0	0	4116870	2069399	77825	0	0	0	0	0	0	528	77825	4116870	10438	5456	102	247	0	k__Bacteria (UID203)	5449	102	56	40	20	33	9	0	0	80.55	57.99	93.33	46	0	0	3	Faecalibacterium_prausnitzii	57.056	4.12	Faecalibacterium	24.7003913167042
B10	bin.17	255	7	7	3	0	0	0	0	0	0	289414	289414	209114	0	0	0	0	0	0	7	84267	289414	64864	28300	2	4	0	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	17.24	0	0	4	0	0	0	Prevotella_sp.	63.158	0.29	Prevotella_sp.	41.2863579508939
B10	bin.18	641	209	1	0	0	0	0	0	0	0	780868	11333	0	0	0	0	0	0	0	209	11333	780868	3731	2922	77	138	0	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	16.49	0	0	2	0	0	0	Alistipes_sp.	53.328	0.78	Alistipes	9.86325473703622
B10	bin.19	278	31	7	0	0	0	0	0	0	0	245006	118933	0	0	0	0	0	0	0	31	24387	245006	9892	7500	8	15	0	k__Bacteria (UID203)	5449	102	56	101	1	0	0	0	0	0.89	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	57.704	0.25	Faecalibacterium	21.9857881031485
B10	bin.2	1243	286	16	0	0	0	0	0	0	0	1470320	197726	0	0	0	0	0	0	0	286	20241	1470320	5428	4077	93	171	0	o__Clostridiales (UID1212)	172	260	146	112	148	0	0	0	0	67.87	0	0	5	0	0	0	Ruminococcus_sp.	66.29	1.47	Ruminococcus_sp.	10.0635235867022
B10	bin.3	1833	51	44	19	2	0	0	0	0	0	2192056	2133881	1407271	230641	0	0	0	0	0	51	125757	2192056	61869	43344	14	24	0	o__Bacteroidales (UID2617)	213	406	265	82	324	0	0	0	0	82.45	0	0	26	1	0	1	Bacteroidales_bacterium	70.051	2.19	Bacteroidales_bacterium	48.9049777925381
B10	bin.4	204	59	6	0	0	0	0	0	0	0	324301	78089	0	0	0	0	0	0	0	59	15227	324301	6234	3910	18	35	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Bacteroides_sp.	27.522	0.32	Bacteroides	13.1243813617596
B10	bin.5	1772	70	54	11	3	0	0	0	0	0	2200147	2080134	951188	437367	0	0	0	0	0	70	166579	2200147	48137	26023	15	30	0	f__Bifidobacteriaceae (UID1462)	65	476	217	4	469	3	0	0	0	99.08	0.36	33.33	43	0	0	0	Bifidobacterium_longum	100	2.2	Bifidobacterium_longum	17.8419896488735
B10	bin.6	1030	248	10	0	0	0	0	0	0	0	1145114	144657	0	0	0	0	0	0	0	248	22695	1145114	4706	3440	79	151	0	k__Bacteria (UID203)	5449	102	56	81	21	0	0	0	0	32.5	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	91.679	1.15	Faecalibacterium_prausnitzii	14.3595310161259
B10	bin.7	11552	1917	405	11	0	0	0	0	0	0	14989643	7582471	695537	0	0	0	0	0	0	1917	76264	14989643	10139	5430	397	903	0	o__Bacteroidales (UID2617)	213	406	265	23	57	76	209	37	4	99.37	178.08	59.48	55	0	0	4	Bacteroides_fragilis	30.834	14.99	Bacteroides	21.3109144760819
B10	bin.8	1632	190	74	0	0	0	0	0	0	0	1857044	1220121	0	0	0	0	0	0	0	190	38826	1857044	12722	7938	49	94	0	o__Clostridiales (UID1212)	172	261	147	80	178	3	0	0	0	83.41	1.19	66.67	23	0	0	2	Faecalibacterium_prausnitzii	99.692	1.86	Faecalibacterium_prausnitzii	25.6655469660385
B10	bin.9	3668	108	82	31	13	0	0	0	0	0	4578275	4432926	3135351	1877338	0	0	0	0	0	108	218746	4578275	80644	40455	18	38	0	o__Bacteroidales (UID2654)	163	486	266	2	482	2	0	0	0	99.25	0.5	0	44	0	0	5	Bacteroides_vulgatus	97.092	4.58	Bacteroides_vulgatus	62.7589102882636
B11	bin.1	226	69	0	0	0	0	0	0	0	0	237844	0	0	0	0	0	0	0	0	69	8557	237844	3313	2872	28	47	0	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	7.21	0	0	NA	0	0	0	Ruminococcaceae_bacterium	55.804	0.24	Ruminococcaceae	7.82971191200955
B11	bin.10	737	43	32	3	0	0	0	0	0	0	940629	884136	163811	0	0	0	0	0	0	43	60574	940629	32841	21234	11	20	0	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	22.41	0	0	2	0	0	0	Prevotella_sp.	51.481	0.94	Prevotella	39.2188631224425
B11	bin.11	196	67	0	0	0	0	0	0	0	0	220506	0	0	0	0	0	0	0	0	67	6182	220506	3056	2824	29	47	0	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0	0	NA	0	0	0	Dialister_sp.	97.272	0.22	Dialister_sp.	7.70999428586977
B11	bin.12	2434	107	83	20	3	0	0	0	0	0	3171936	3023367	1459972	332741	0	0	0	0	0	107	120863	3171936	46926	25631	23	45	0	p__Bacteroidetes (UID2605)	350	316	210	13	299	4	0	0	0	94.6	1.9	50	26	1	0	3	Alistipes_sp.	97.758	3.17	Alistipes_sp.	23.6390015435368
B11	bin.13	1753	235	67	0	0	0	0	0	0	0	1926069	1013782	0	0	0	0	0	0	0	235	46391	1926069	10493	6626	63	120	0	o__Clostridiales (UID1212)	172	263	149	15	246	2	0	0	0	92.24	0.34	50	14	0	0	1	Ruminococcaceae_bacterium	98.283	1.93	Ruminococcaceae_bacterium	13.3247562782019
B11	bin.14	198	65	0	0	0	0	0	0	0	0	208108	0	0	0	0	0	0	0	0	65	4776	208108	3091	2781	28	46	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	0	Klebsiella_pneumoniae	80.137	0.21	Klebsiella_pneumoniae	7.05859457589329
B11	bin.15	1754	316	43	0	0	0	0	0	0	0	1960656	609259	0	0	0	0	0	0	0	316	21644	1960656	7244	4501	87	174	0	o__Clostridiales (UID1212)	172	263	149	28	219	16	0	0	0	87.56	2.43	31.25	11	0	0	2	Clostridiales_bacterium	91.508	1.96	Clostridiales_bacterium	15.0606225671408
B11	bin.16	1444	395	23	0	0	0	0	0	0	0	1943163	322160	0	0	0	0	0	0	0	395	26568	1943163	5091	3653	121	235	0	k__Bacteria (UID203)	5449	104	58	78	21	5	0	0	0	40.52	8.62	100	NA	0	0	2	Prevotella_sp.	73.986	1.94	Prevotella_sp.	14.4439504045723
B11	bin.17	604	215	1	0	0	0	0	0	0	0	848311	11397	0	0	0	0	0	0	0	215	11397	848311	4095	3229	81	140	0	k__Bacteria (UID203)	5449	104	58	95	9	0	0	0	0	14.66	0	0	NA	0	0	0	Prevotella_sp.	96.316	0.85	Prevotella_sp.	9.32947940083295
B11	bin.18	563	158	2	0	0	0	0	0	0	0	633239	31509	0	0	0	0	0	0	0	158	21205	633239	4031	3179	58	102	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	4	0	0	1	Prevotella_sp.	33.703	0.63	Prevotella	11.1602412359315
B11	bin.19	303	96	0	0	0	0	0	0	0	0	323189	0	0	0	0	0	0	0	0	96	6377	323189	3246	2853	40	67	0	k__Bacteria (UID203)	5449	104	58	94	10	0	0	0	0	15.52	0	0	NA	0	0	0	Oscillibacter_sp.	64.096	0.32	Oscillibacter_sp.	12.510017358264
B11	bin.2	2788	130	88	18	3	0	0	0	0	0	3386828	3138185	1387969	383528	0	0	0	0	0	130	139460	3386828	43172	21920	25	50	0	k__Bacteria (UID2982)	88	230	148	13	215	1	1	0	0	92.88	2.03	0	25	0	0	0	Lentisphaeria_bacterium	99.142	3.39	Lentisphaeria_bacterium	18.7986960070012
B11	bin.20	693	186	8	0	0	0	0	0	0	0	819126	101467	0	0	0	0	0	0	0	186	17105	819126	4557	3279	61	115	0	k__Bacteria (UID203)	5449	104	58	95	8	1	0	0	0	14.14	1.72	100	4	0	0	0	Prevotella_sp.	57.854	0.82	Prevotella	10.7543894345925
B11	bin.21	202	17	7	0	0	0	0	0	0	0	209752	146731	0	0	0	0	0	0	0	17	36048	209752	16772	8684	5	9	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Alistipes_sp.	72.311	0.21	Alistipes_sp.	20.6987299286777
B11	bin.22	4297	158	119	27	3	0	0	0	0	0	4565493	4318000	2047736	440704	0	0	0	0	0	158	177937	4565493	47530	24218	32	67	0	f__Enterobacteriaceae (UID5124)	134	1173	336	10	1156	7	0	0	0	98.5	0.55	28.57	56	0	0	6	Escherichia_coli	99.282	4.57	Escherichia_coli	62.9490396765475
B11	bin.23	1582	371	34	0	0	0	0	0	0	0	2130746	471629	0	0	0	0	0	0	0	371	22935	2130746	6309	4301	110	211	0	k__Bacteria (UID203)	5449	104	58	67	37	0	0	0	0	55.17	0	0	5	0	0	0	Prevotella_sp.	94.047	2.13	Prevotella_sp.	10.7071654716236
B11	bin.24	283	86	0	0	0	0	0	0	0	0	298937	0	0	0	0	0	0	0	0	86	5719	298937	3421	3067	37	60	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	0	Sphaerochaeta_sp.	97.411	0.3	Sphaerochaeta_sp.	6.62999227261931
B11	bin.25	1230	287	15	0	0	0	0	0	0	0	1433467	210447	0	0	0	0	0	0	0	287	27085	1433467	5180	3744	90	172	0	k__Bacteria (UID2982)	88	230	148	77	150	3	0	0	0	63.4	1.38	33.33	4	0	0	0	Lentisphaeria_bacterium	30.817	1.43	Lentisphaeria	9.76011306852547
B11	bin.3	273	92	0	0	0	0	0	0	0	0	300034	0	0	0	0	0	0	0	0	92	7483	300034	3190	2743	38	64	0	k__Bacteria (UID203)	5449	102	56	98	4	0	0	0	0	6.25	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	94.793	0.3	Faecalibacterium_prausnitzii	18.1829392668831
B11	bin.4	1930	217	71	1	0	0	0	0	0	0	2163021	1393628	51223	0	0	0	0	0	0	217	51223	2163021	15130	7676	46	97	0	k__Bacteria (UID203)	5449	102	56	42	52	7	1	0	0	82.58	14.29	90	21	0	0	3	Faecalibacterium_sp.	90.122	2.16	Faecalibacterium_sp.	23.056849656106
B11	bin.5	228	77	0	0	0	0	0	0	0	0	268664	0	0	0	0	0	0	0	0	77	8486	268664	3392	2906	32	53	0	k__Bacteria (UID203)	5449	104	58	79	25	0	0	0	0	31.03	0	0	2	0	0	0	Ruminococcus_sp.	77.844	0.27	Ruminococcus_sp.	7.90466902897299
B11	bin.6	193	41	4	0	0	0	0	0	0	0	202939	47492	0	0	0	0	0	0	0	41	12652	202939	4954	3921	14	25	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	71.79	0.2	Faecalibacterium_prausnitzii	22.9753768373748
B11	bin.7	2296	161	95	4	0	0	0	0	0	0	2492420	2108851	255374	0	0	0	0	0	0	161	75641	2492420	21330	12250	37	74	0	o__Clostridiales (UID1212)	172	263	149	21	242	0	0	0	0	94.46	0	0	27	1	0	0	Ruminococcus_sp.	59.756	2.49	Ruminococcus	24.4302926473066
B11	bin.8	7301	1275	224	3	0	0	0	0	0	0	8916396	3872171	163713	0	0	0	0	0	0	1275	57014	8916396	8417	4912	289	639	0	g__Prevotella (UID2724)	55	567	296	68	68	130	163	107	31	94.67	170.08	54.46	58	0	0	11	Prevotella_sp.	51.595	8.92	Prevotella	24.9388990798524
B11	bin.9	341	114	2	0	0	0	0	0	0	0	483203	21468	0	0	0	0	0	0	0	114	11244	483203	4224	3225	39	72	0	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	8.62	0	0	NA	0	0	1	Prevotella_sp.	38.346	0.48	Prevotella	10.7119575002639
B12	bin.1	357	34	16	0	0	0	0	0	0	0	430149	324920	0	0	0	0	0	0	0	34	38291	430149	19499	10766	9	16	0	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	22.41	0	0	11	0	0	0	Prevotella_sp.	57.876	0.43	Prevotella	14.1062748024522
B12	bin.10	1951	165	94	4	0	0	0	0	0	0	2406324	1981634	228862	0	0	0	0	0	0	165	66480	2406324	18457	12061	39	78	0	g__Prevotella (UID2724)	55	567	296	35	525	7	0	0	0	95.2	1.17	14.29	15	0	0	0	Prevotella_sp.	96.918	2.41	Prevotella_sp.	16.7917537289243
B12	bin.11	1034	259	1	0	0	0	0	0	0	0	1126513	10700	0	0	0	0	0	0	0	259	10700	1126513	4463	3394	91	163	0	o__Clostridiales (UID1212)	172	263	149	84	177	2	0	0	0	64.82	0.08	50	16	0	0	0	Ruminococcaceae_bacterium	99.665	1.13	Ruminococcaceae_bacterium	9.2439678902951
B12	bin.12	1511	312	44	0	0	0	0	0	0	0	1997925	640136	0	0	0	0	0	0	0	312	40072	1997925	7392	4940	87	168	0	k__Bacteria (UID203)	5449	104	58	61	42	1	0	0	0	53.45	1.72	0	7	0	0	0	Prevotella_sp.	50.015	2	Prevotella	12.5972446413154
B12	bin.13	842	260	2	0	0	0	0	0	0	0	1060261	29081	0	0	0	0	0	0	0	260	15815	1060261	4131	3255	95	167	0	f__Lachnospiraceae (UID1286)	57	420	207	242	176	2	0	0	0	47.38	0.58	0	6	0	0	0	[Eubacterium]_rectale	94.638	1.06	[Eubacterium]_rectale	8.99495501579328
B12	bin.14	2276	192	113	4	0	0	0	0	0	0	3046234	2549019	230174	0	0	0	0	0	0	192	64491	3046234	21250	13297	46	91	0	o__Bacteroidales (UID2716)	92	487	270	30	456	1	0	0	0	96.06	0.12	0	26	0	0	4	Prevotella_sp.	76.324	3.05	Prevotella_sp.	26.2295673937065
B12	bin.15	3950	767	120	0	0	0	0	0	0	0	5021457	1972720	0	0	0	0	0	0	0	767	43275	5021457	8024	4604	180	392	0	g__Prevotella (UID2724)	55	567	296	158	157	222	28	2	0	81.6	59.61	75.16	58	0	0	4	Prevotella_sp.	61.798	5.02	Prevotella_sp.	29.7561444815718
B12	bin.16	1272	253	27	1	0	0	0	0	0	0	1515613	498860	64515	0	0	0	0	0	0	253	64515	1515613	6545	4119	61	134	0	k__Bacteria (UID203)	5449	104	58	66	38	0	0	0	0	47.29	0	0	17	0	0	3	Prevotella_copri	90.38	1.52	Prevotella_copri	69.8396622356763
